1, 2, 6, 7, 18, 22, 26, 31, 33, 36, 37, 38, 39, 40, 50, 52, 56, 60, 63, 65
5, 9, 10, 11, 13, 16, 21, 23, 24, 26, 29, 30, 37, 45, 51, 54, 60, 66, 67, 69
5, 11, 12, 15, 20, 21, 23, 25, 27, 33, 37, 39, 40, 44, 47, 48, 52, 63, 66, 68
1, 9, 12, 15, 19, 21, 23, 33, 37, 43, 46, 47, 54, 57, 58, 60, 61, 62, 67, 69
2, 3, 9, 10, 17, 22, 24, 32, 35, 36, 38, 43, 50, 53, 56, 59, 64, 66, 67, 68
2, 3, 4, 8, 11, 17, 24, 27, 28, 31, 34, 35, 38, 43, 50, 53, 57, 62, 63, 69
5, 8, 10, 11, 13, 20, 21, 24, 27, 33, 40, 44, 46, 51, 55, 60, 65, 66, 68, 69
2, 3, 4, 8, 11, 20, 28, 31, 37, 38, 41, 48, 51, 56, 60, 62, 63, 65, 66, 68
2, 3, 5, 9, 12, 14, 17, 23, 28, 29, 34, 36, 39, 41, 43, 47, 55, 56, 59, 70
3, 11, 12, 13, 20, 21, 25, 28, 40, 41, 42, 43, 44, 53, 58, 60, 61, 65, 69, 70
1, 4, 7, 9, 12, 15, 16, 17, 24, 25, 26, 30, 36, 40, 47, 53, 57, 60, 61, 69
2, 3, 7, 9, 16, 19, 21, 22, 23, 26, 43, 45, 47, 49, 55, 58, 59, 60, 67, 69
1, 7, 8, 14, 23, 24, 28, 32, 34, 35, 39, 46, 51, 52, 53, 54, 56, 63, 64, 68
1, 2, 3, 4, 5, 7, 8, 10, 11, 14, 20, 24, 36, 37, 42, 44, 52, 62, 64, 68
2, 4, 5, 16, 18, 22, 24, 27, 37, 38, 40, 44, 47, 61, 63, 65, 66, 67, 68, 70
7, 10, 14, 18, 20, 21, 24, 26, 35, 37, 45, 52, 53, 55, 56, 57, 59, 62, 66, 67
5, 6, 7, 9, 11, 15, 29, 34, 36, 41, 42, 44, 45, 47, 55, 59, 60, 62, 66, 69
7, 8, 11, 12, 22, 24, 28, 32, 38, 40, 41, 42, 48, 51, 54, 59, 62, 65, 68, 69
4, 7, 12, 14, 17, 18, 26, 29, 36, 39, 40, 41, 45, 47, 54, 55, 58, 59, 65, 70
3, 8, 15, 17, 18, 20, 23, 27, 29, 42, 43, 50, 53, 58, 59, 60, 61, 63, 64, 68
2, 3, 9, 10, 13, 18, 22, 25, 26, 27, 31, 37, 42, 45, 46, 49, 51, 55, 57, 68
1, 4, 7, 9, 16, 21, 29, 34, 36, 37, 40, 43, 47, 52, 54, 56, 60, 65, 66, 67
5, 7, 12, 15, 16, 18, 25, 27, 35, 39, 40, 42, 47, 49, 50, 53, 54, 56, 58, 61
3, 13, 17, 23, 25, 29, 31, 36, 37, 41, 42, 46, 47, 49, 51, 56, 57, 60, 62, 63
2, 3, 6, 17, 18, 20, 21, 31, 32, 36, 41, 43, 50, 52, 54, 57, 61, 62, 65, 70
4, 8, 9, 19, 21, 23, 25, 27, 29, 33, 34, 36, 37, 43, 44, 45, 46, 55, 57, 70
12, 13, 17, 18, 20, 21, 23, 24, 31, 32, 36, 38, 39, 45, 47, 49, 51, 58, 67, 68
1, 2, 3, 5, 6, 9, 12, 21, 22, 26, 31, 36, 38, 39, 44, 47, 50, 57, 58, 70
6, 8, 10, 11, 16, 17, 19, 26, 34, 38, 41, 43, 47, 50, 52, 53, 54, 57, 62, 65
2, 8, 10, 11, 14, 20, 22, 33, 34, 36, 37, 39, 41, 49, 50, 52, 57, 61, 67, 69
1, 4, 8, 9, 11, 13, 19, 22, 25, 26, 28, 30, 36, 37, 38, 50, 55, 63, 68, 69
10, 11, 15, 17, 25, 28, 29, 33, 35, 37, 43, 45, 46, 48, 55, 57, 58, 60, 63, 65
6, 7, 14, 15, 23, 28, 29, 30, 32, 35, 36, 42, 43, 46, 47, 52, 54, 56, 57, 62
5, 11, 12, 16, 24, 25, 27, 30, 32, 39, 44, 53, 55, 56, 60, 61, 62, 63, 68, 70
1, 3, 7, 8, 11, 20, 28, 30, 32, 33, 34, 35, 40, 43, 47, 52, 54, 63, 66, 70
3, 7, 13, 21, 25, 26, 27, 28, 30, 33, 35, 36, 39, 41, 46, 47, 51, 55, 58, 67
2, 7, 14, 29, 31, 34, 37, 40, 42, 44, 47, 50, 51, 56, 59, 62, 64, 67, 68, 70
2, 5, 6, 7, 9, 18, 20, 28, 34, 36, 37, 43, 45, 47, 50, 54, 65, 68, 69, 70
5, 9, 10, 11, 12, 14, 20, 29, 34, 36, 39, 40, 44, 45, 51, 52, 54, 56, 64, 70
2, 5, 7, 8, 11, 14, 17, 23, 25, 34, 36, 40, 41, 43, 45, 47, 51, 57, 60, 70
3, 6, 9, 11, 24, 27, 28, 30, 32, 33, 35, 39, 45, 56, 59, 60, 63, 64, 69, 70
3, 4, 6, 19, 20, 22, 26, 28, 33, 36, 38, 50, 52, 53, 54, 55, 59, 67, 68, 69
10, 11, 15, 20, 27, 28, 44, 45, 47, 49, 51, 52, 54, 55, 57, 59, 61, 62, 63, 64
8, 9, 14, 16, 17, 22, 28, 29, 35, 37, 39, 43, 44, 49, 50, 54, 57, 60, 66, 69
1, 7, 16, 19, 24, 29, 30, 33, 34, 36, 38, 40, 42, 44, 45, 46, 54, 57, 58, 61
